original_sample_name,query,class,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,LCT,species_read_raw,species_read_index,species_pa
E001,ASV1,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV2,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV3,NA,Gadiformes,19916,0.2014360936333398,1,Merlucciidae,3892,0.22225447764634854,1,Merluccius,3892,0.22225447764634854,1,Merluccius productus,3892,0.2268871628487632,1
E001,ASV4,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV5,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus kisutch,0,0,0
E001,ASV6,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,NA,2308,NA,NA
E001,ASV7,NA,Scorpaeniformes,2465,0.03426195284472064,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV8,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV9,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus gorbuscha,4120,0.20339381205367194,1
E001,ASV10,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus macrocephalus,278,0.00405163062234199,1
E001,ASV11,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV12,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus keta,0,0,0
E001,ASV13,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus tshawytscha,5015,0.1619259557760367,1
E001,ASV14,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E001,ASV15,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV16,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,Sebastes mystinus,0,0,0
E001,ASV17,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,Sebastes crameri/diploproa,157,0.0028492068867507526,1
E001,ASV18,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV19,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV21,NA,Perciformes,4645,0.09665015625000636,1,Embiotocidae,0,0,0,Embiotoca,0,0,0,Embiotoca lateralis,0,0,0
E001,ASV22,NA,Perciformes,4645,0.09665015625000636,1,Pholidae,0,0,0,Pholis,0,0,0,Pholis clemensi,0,0,0
E001,ASV23,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,Sebastes caurinus/maliger,0,0,0
E001,ASV25,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossus,0,0,0,Hippoglossus stenolepis,0,0,0
E001,ASV27,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV29,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,Sebastes entomelas,0,0,0
E001,ASV31,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV32,NA,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys stigmaeus,0,0,0
E001,ASV34,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus macrocephalus,278,0.00405163062234199,1
E001,ASV35,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV36,NA,Scorpaeniformes,2465,0.03426195284472064,1,Hexagrammidae,0,0,0,Hexagrammos,0,0,0,Hexagrammos decagrammus,0,0,0
E001,ASV37,NA,Perciformes,4645,0.09665015625000636,1,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister atropurpureus/mucosus,0,0,0
E001,ASV39,NA,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys sordidus,0,0,0
E001,ASV41,NA,Perciformes,4645,0.09665015625000636,1,Cryptacanthodidae,0,0,0,Cryptacanthodes,0,0,0,Cryptacanthodes giganteus,0,0,0
E001,ASV42,NA,Scorpaeniformes,2465,0.03426195284472064,1,Liparidae,0,0,0,Liparis,0,0,0,Liparis dennyi/fucensis,0,0,0
E001,ASV43,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV44,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus macrocephalus,278,0.00405163062234199,1
E001,ASV45,NA,Perciformes,4645,0.09665015625000636,1,Ammodytidae,0,0,0,Ammodytes,0,0,0,Ammodytes personatus,0,0,0
E001,ASV46,Holocephali,Chimaeriformes,0,0,0,Chimaeridae,0,0,0,Hydrolagus,0,0,0,Hydrolagus colliei,0,0,0
E001,ASV47,NA,Perciformes,4645,0.09665015625000636,1,Pholidae,0,0,0,Pholis,0,0,0,Pholis laeta,0,0,0
E001,ASV48,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV49,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Microstomus,0,0,0,Microstomus pacificus,0,0,0
E001,ASV50,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV51,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV53,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV54,NA,Scorpaeniformes,2465,0.03426195284472064,1,Cottidae,0,0,0,Artedius,0,0,0,Artedius lateralis,0,0,0
E001,ASV55,NA,Perciformes,4645,0.09665015625000636,1,Ammodytidae,0,0,0,Ammodytes,0,0,0,Ammodytes personatus,0,0,0
E001,ASV56,NA,Gadiformes,19916,0.2014360936333398,1,Merlucciidae,3892,0.22225447764634854,1,Merluccius,3892,0.22225447764634854,1,Merluccius productus,3892,0.2268871628487632,1
E001,ASV58,NA,Perciformes,4645,0.09665015625000636,1,Embiotocidae,0,0,0,Cymatogaster,0,0,0,Cymatogaster aggregata,0,0,0
E001,ASV59,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV61,NA,Scorpaeniformes,2465,0.03426195284472064,1,Cottidae,0,0,0,Enophrys,0,0,0,Enophrys bison,0,0,0
E001,ASV62,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus tshawytscha,5015,0.1619259557760367,1
