sample_name,query,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,LCT,species_read_raw,species_read_index,species_pa
E001,ASV1,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Clupea,11275,0.2113023778345997,1,Clupea pallasii,11275,0.2113023778345997,1
E001,ASV10,NA,50634,NA,NA,Salmoniformes,5072,0.136982487524256,1,Salmonidae,5072,0.136982487524256,1,Oncorhynchus,5072,0.136982487524256,1,Oncorhynchus keta,0,0,0
E001,ASV100,NA,50634,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus macrocephalus,0,0,0
E001,ASV101,NA,50634,NA,NA,Osmeriformes,7183,0.15423239338013733,1,Osmeridae,7183,0.15423239338013733,1,Thaleichthys,7183,0.15423239338013733,1,Thaleichthys pacificus,7183,0.15423239338013733,1
E001,ASV106,NA,50634,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E001,ASV11,NA,50634,NA,NA,Pleuronectiformes,9626,0.4261912436158866,1,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV114,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Clupea,11275,0.2113023778345997,1,Clupea pallasii,11275,0.2113023778345997,1
E001,ASV118,NA,50634,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E001,ASV12,NA,50634,NA,NA,Salmoniformes,5072,0.136982487524256,1,Salmonidae,5072,0.136982487524256,1,Oncorhynchus,5072,0.136982487524256,1,Oncorhynchus kisutch,5072,0.4957992436809617,1
E001,ASV121,NA,50634,NA,NA,Osmeriformes,7183,0.15423239338013733,1,Osmeridae,7183,0.15423239338013733,1,Mallotus,0,0,0,Mallotus villosus,0,0,0
E001,ASV122,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Clupea,11275,0.2113023778345997,1,Clupea pallasii,11275,0.2113023778345997,1
E001,ASV123,NA,50634,NA,NA,Scorpaeniformes,12295,0.3422686826246317,1,Hexagrammidae,0,0,0,Ophiodon,0,0,0,Ophiodon elongatus,0,0,0
E001,ASV127,NA,50634,NA,NA,Salmoniformes,5072,0.136982487524256,1,Salmonidae,5072,0.136982487524256,1,Oncorhynchus,5072,0.136982487524256,1,Oncorhynchus keta,0,0,0
E001,ASV128,NA,50634,NA,NA,Salmoniformes,5072,0.136982487524256,1,Salmonidae,5072,0.136982487524256,1,Oncorhynchus,5072,0.136982487524256,1,Oncorhynchus keta,0,0,0
E001,ASV13,NA,50634,NA,NA,Salmoniformes,5072,0.136982487524256,1,Salmonidae,5072,0.136982487524256,1,Oncorhynchus,5072,0.136982487524256,1,Oncorhynchus keta,0,0,0
E001,ASV133,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Clupea,11275,0.2113023778345997,1,Clupea pallasii,11275,0.2113023778345997,1
E001,ASV134,NA,50634,NA,NA,Myctophiformes,0,0,0,Myctophidae,0,0,0,Diaphus,0,0,0,Diaphus theta,0,0,0
E001,ASV135,NA,50634,NA,NA,Perciformes,5183,0.18487292089364982,1,Stichaeidae,5183,0.48827515680727374,1,Phytichthys,5183,0.48827515680727374,1,Phytichthys chirus,5183,0.48827515680727374,1
E001,ASV137,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E001,ASV138,NA,50634,NA,NA,Perciformes,5183,0.18487292089364982,1,Ammodytidae,0,0,0,Ammodytes,0,0,0,Ammodytes personatus,0,0,0
E001,ASV140,NA,50634,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E001,ASV147,Elasmobranchii,5262,1,1,Squaliformes,5262,0.2441317009132189,1,Squalidae,5262,0.2441317009132189,1,Squalus,5262,0.2441317009132189,1,Squalus suckleyi,5262,0.2441317009132189,1
E001,ASV148,Elasmobranchii,5262,1,1,Squaliformes,5262,0.2441317009132189,1,Squalidae,5262,0.2441317009132189,1,Squalus,5262,0.2441317009132189,1,Squalus suckleyi,5262,0.2441317009132189,1
E001,ASV153,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Clupea,11275,0.2113023778345997,1,Clupea pallasii,11275,0.2113023778345997,1
E001,ASV155,Elasmobranchii,5262,1,1,Squaliformes,5262,0.2441317009132189,1,Squalidae,5262,0.2441317009132189,1,Squalus,5262,0.2441317009132189,1,Squalus suckleyi,5262,0.2441317009132189,1
E001,ASV156,NA,50634,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E001,ASV161,Elasmobranchii,5262,1,1,Squaliformes,5262,0.2441317009132189,1,Squalidae,5262,0.2441317009132189,1,Squalus,5262,0.2441317009132189,1,Squalus suckleyi,5262,0.2441317009132189,1
E001,ASV163,NA,50634,NA,NA,Osmeriformes,7183,0.15423239338013733,1,Osmeridae,7183,0.15423239338013733,1,Thaleichthys,7183,0.15423239338013733,1,Thaleichthys pacificus,7183,0.15423239338013733,1
E001,ASV164,NA,50634,NA,NA,Scorpaeniformes,12295,0.3422686826246317,1,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes nebulosus,0,0,0
E001,ASV171,NA,50634,NA,NA,Perciformes,5183,0.18487292089364982,1,Embiotocidae,0,0,0,Cymatogaster,0,0,0,Cymatogaster aggregata,0,0,0
E001,ASV177,Elasmobranchii,5262,1,1,Squaliformes,5262,0.2441317009132189,1,Squalidae,5262,0.2441317009132189,1,Squalus,5262,0.2441317009132189,1,Squalus suckleyi,5262,0.2441317009132189,1
E001,ASV179,NA,50634,NA,NA,Perciformes,5183,0.18487292089364982,1,Stichaeidae,5183,0.48827515680727374,1,Anoplarchus,0,0,0,Anoplarchus insignis/purpurescens,0,0,0
E001,ASV180,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Clupea,11275,0.2113023778345997,1,Clupea pallasii,11275,0.2113023778345997,1
E001,ASV181,NA,50634,NA,NA,Pleuronectiformes,9626,0.4261912436158866,1,Pleuronectidae,0,0,0,Hippoglossus,0,0,0,Hippoglossus stenolepis,0,0,0
E001,ASV182,NA,50634,NA,NA,Salmoniformes,5072,0.136982487524256,1,Salmonidae,5072,0.136982487524256,1,Oncorhynchus,5072,0.136982487524256,1,Oncorhynchus keta,0,0,0
E001,ASV186,NA,50634,NA,NA,Osmeriformes,7183,0.15423239338013733,1,Osmeridae,7183,0.15423239338013733,1,Thaleichthys,7183,0.15423239338013733,1,Thaleichthys pacificus,7183,0.15423239338013733,1
E001,ASV188,NA,50634,NA,NA,Perciformes,5183,0.18487292089364982,1,Ammodytidae,0,0,0,Ammodytes,0,0,0,Ammodytes personatus,0,0,0
E001,ASV189,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Clupea,11275,0.2113023778345997,1,Clupea pallasii,11275,0.2113023778345997,1
E001,ASV190,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Clupea,11275,0.2113023778345997,1,Clupea pallasii,11275,0.2113023778345997,1
E001,ASV191,NA,50634,NA,NA,Clupeiformes,11275,0.2113023778345997,1,Clupeidae,11275,0.2113023778345997,1,Clupea,11275,0.2113023778345997,1,Clupea pallasii,11275,0.2113023778345997,1
